subject,base_A,base_B,n_err_A,n_err_B,both_wrong,jaccard_err,disagreement_rate,acc_A,acc_B,n_trials
8,riemann_ts_1band,riemann_multiband_ts_l1,53,47,33,0.4925373134328358,0.11805555555555555,0.8159722222222222,0.8368055555555556,288
8,riemann_ts_1band,eegnet,53,70,36,0.41379310344827586,0.17708333333333334,0.8159722222222222,0.7569444444444444,288
8,riemann_ts_1band,shallowconvnet,53,92,33,0.29464285714285715,0.2743055555555556,0.8159722222222222,0.6805555555555556,288
8,riemann_ts_1band,eegnet_transfer,53,70,34,0.38202247191011235,0.1909722222222222,0.8159722222222222,0.7569444444444444,288
8,riemann_ts_1band,shallowconvnet_transfer,53,79,35,0.36082474226804123,0.2152777777777778,0.8159722222222222,0.7256944444444444,288
8,riemann_multiband_ts_pca,riemann_multiband_ts_l1,57,47,34,0.4857142857142857,0.125,0.8020833333333334,0.8368055555555556,288
8,riemann_multiband_ts_pca,eegnet,57,70,34,0.3655913978494624,0.2048611111111111,0.8020833333333334,0.7569444444444444,288
8,riemann_multiband_ts_pca,shallowconvnet,57,92,35,0.30701754385964913,0.2743055555555556,0.8020833333333334,0.6805555555555556,288
8,riemann_multiband_ts_pca,eegnet_transfer,57,70,31,0.3229166666666667,0.22569444444444445,0.8020833333333334,0.7569444444444444,288
8,riemann_multiband_ts_pca,shallowconvnet_transfer,57,79,37,0.37373737373737376,0.2152777777777778,0.8020833333333334,0.7256944444444444,288
8,riemann_multiband_ts_l1,eegnet,47,70,26,0.2857142857142857,0.22569444444444445,0.8368055555555556,0.7569444444444444,288
8,riemann_multiband_ts_l1,shallowconvnet,47,92,26,0.23008849557522124,0.3020833333333333,0.8368055555555556,0.6805555555555556,288
8,riemann_multiband_ts_l1,eegnet_transfer,47,70,25,0.2717391304347826,0.2326388888888889,0.8368055555555556,0.7569444444444444,288
8,riemann_multiband_ts_l1,shallowconvnet_transfer,47,79,28,0.2857142857142857,0.24305555555555555,0.8368055555555556,0.7256944444444444,288
8,eegnet,shallowconvnet,70,92,49,0.4336283185840708,0.2222222222222222,0.7569444444444444,0.6805555555555556,288
8,eegnet,eegnet_transfer,70,70,44,0.4583333333333333,0.18055555555555555,0.7569444444444444,0.7569444444444444,288
8,eegnet,shallowconvnet_transfer,70,79,43,0.4056603773584906,0.21875,0.7569444444444444,0.7256944444444444,288
8,shallowconvnet,eegnet_transfer,92,70,46,0.39655172413793105,0.24305555555555555,0.6805555555555556,0.7569444444444444,288
8,shallowconvnet,shallowconvnet_transfer,92,79,53,0.4491525423728814,0.22569444444444445,0.6805555555555556,0.7256944444444444,288
8,eegnet_transfer,shallowconvnet_transfer,70,79,51,0.5204081632653061,0.16319444444444445,0.7569444444444444,0.7256944444444444,288
9,fbcsp_rlda,riemann_ts_1band,54,59,34,0.43037974683544306,0.15625,0.8125,0.7951388888888888,288
9,fbcsp_rlda,riemann_multiband_ts_pca,54,59,32,0.3950617283950617,0.1701388888888889,0.8125,0.7951388888888888,288
9,fbcsp_rlda,riemann_multiband_ts_l1,54,61,35,0.4375,0.15625,0.8125,0.7881944444444444,288
9,fbcsp_rlda,eegnet,54,62,21,0.22105263157894736,0.2569444444444444,0.8125,0.7847222222222222,288
9,fbcsp_rlda,shallowconvnet,54,57,19,0.20652173913043478,0.2534722222222222,0.8125,0.8020833333333334,288
9,fbcsp_rlda,eegnet_transfer,54,83,26,0.23423423423423423,0.2951388888888889,0.8125,0.7118055555555556,288
9,fbcsp_rlda,shallowconvnet_transfer,54,65,27,0.29347826086956524,0.22569444444444445,0.8125,0.7743055555555556,288
9,riemann_ts_1band,riemann_multiband_ts_pca,59,59,46,0.6388888888888888,0.09027777777777778,0.7951388888888888,0.7951388888888888,288
9,riemann_ts_1band,riemann_multiband_ts_l1,59,61,41,0.5189873417721519,0.13194444444444445,0.7951388888888888,0.7881944444444444,288
9,riemann_ts_1band,eegnet,59,62,33,0.375,0.1909722222222222,0.7951388888888888,0.7847222222222222,288
9,riemann_ts_1band,shallowconvnet,59,57,25,0.27472527472527475,0.22916666666666666,0.7951388888888888,0.8020833333333334,288
9,riemann_ts_1band,eegnet_transfer,59,83,35,0.32710280373831774,0.25,0.7951388888888888,0.7118055555555556,288
9,riemann_ts_1band,shallowconvnet_transfer,59,65,35,0.39325842696629215,0.1875,0.7951388888888888,0.7743055555555556,288
9,riemann_multiband_ts_pca,riemann_multiband_ts_l1,59,61,40,0.5,0.1388888888888889,0.7951388888888888,0.7881944444444444,288
9,riemann_multiband_ts_pca,eegnet,59,62,35,0.4069767441860465,0.17708333333333334,0.7951388888888888,0.7847222222222222,288
9,riemann_multiband_ts_pca,shallowconvnet,59,57,26,0.28888888888888886,0.2222222222222222,0.7951388888888888,0.8020833333333334,288
9,riemann_multiband_ts_pca,eegnet_transfer,59,83,33,0.30275229357798167,0.2638888888888889,0.7951388888888888,0.7118055555555556,288
9,riemann_multiband_ts_pca,shallowconvnet_transfer,59,65,35,0.39325842696629215,0.1875,0.7951388888888888,0.7743055555555556,288
9,riemann_multiband_ts_l1,eegnet,61,62,31,0.33695652173913043,0.21180555555555555,0.7881944444444444,0.7847222222222222,288
9,riemann_multiband_ts_l1,shallowconvnet,61,57,25,0.26881720430107525,0.2361111111111111,0.7881944444444444,0.8020833333333334,288
9,riemann_multiband_ts_l1,eegnet_transfer,61,83,34,0.3090909090909091,0.2638888888888889,0.7881944444444444,0.7118055555555556,288
9,riemann_multiband_ts_l1,shallowconvnet_transfer,61,65,35,0.38461538461538464,0.19444444444444445,0.7881944444444444,0.7743055555555556,288
9,eegnet,shallowconvnet,62,57,35,0.4166666666666667,0.1701388888888889,0.7847222222222222,0.8020833333333334,288
9,eegnet,eegnet_transfer,62,83,37,0.3425925925925926,0.2465277777777778,0.7847222222222222,0.7118055555555556,288
9,eegnet,shallowconvnet_transfer,62,65,38,0.42696629213483145,0.17708333333333334,0.7847222222222222,0.7743055555555556,288
9,shallowconvnet,eegnet_transfer,57,83,26,0.22807017543859648,0.3055555555555556,0.8020833333333334,0.7118055555555556,288
9,shallowconvnet,shallowconvnet_transfer,57,65,36,0.4186046511627907,0.1736111111111111,0.8020833333333334,0.7743055555555556,288
9,eegnet_transfer,shallowconvnet_transfer,83,65,42,0.39622641509433965,0.2222222222222222,0.7118055555555556,0.7743055555555556,288
